Epoch,Step,Runtime,Accuracy,Eval Loss,Train Loss,Att Loss,Cls Loss,Query Loss,Value Loss,Key Loss,Rep Loss,Loss
1,100,00:00:14,0.46987951807228917,0.7868522852659225,0.8150015348196029,53.59288147449493,7.064549407958984,10.71470705986023,8.316720962524414,0.8154362154006958,16.02885479927063,44.01787727355957
1,140,00:00:20,0.4819277108433735,0.7414772398769855,0.7953458917992455,53.76557639411518,6.735512896946498,10.394806739262172,7.773522853851318,0.7956597928489958,15.558321278435843,42.58303050994873
1,141,00:00:21,0.4939759036144578,0.7394740916788578,0.7989843673739873,54.16547105244711,6.732153091024845,10.405919744613323,9.8660306930542,0.7992958451839204,15.552976817949444,42.59451713291466
2,200,00:00:08,0.5060240963855421,0.7157301232218742,0.7279564899913336,56.26996494551837,5.848416748693434,9.288435176267463,8.056819915771484,0.728774256625418,14.110399100740077,38.18388334371276
2,282,00:00:20,0.4738955823293173,0.7137347050011158,0.7261905496847545,59.052434060590485,5.684346449290607,9.055787428051023,9.573426246643066,0.7265391950066208,13.559064641911933,37.066530484679745
3,300,00:00:02,0.4819277108433735,0.709719829261303,0.7075193060768975,58.655468417538536,5.533445861604479,8.680299202601114,7.344821453094482,0.7075105143917931,13.147653632693821,35.87693553500705
3,400,00:00:16,0.5542168674698795,0.686516348272562,0.710540832099268,58.97734026282521,5.353774741544562,8.433723805314404,7.205587387084961,0.7104141464677908,12.554293939622783,34.65236243555101
3,423,00:00:20,0.4899598393574297,0.7080288343131542,0.7101384836731227,59.125671641200995,5.333920116965652,8.416801080636098,6.979805946350098,0.7100330126201008,12.503065805908635,34.54318210250097
4,500,00:00:11,0.5622489959839357,0.6988216936588287,0.7181674249760517,57.04013655092809,5.253344709222967,8.24562169359876,7.808201789855957,0.7183520159164032,12.430713207690747,34.05837700583718
4,564,00:00:20,0.5060240963855421,0.6965686902403831,0.7104010751061406,57.04459920758051,5.155129967006386,8.156901400139992,6.35447883605957,0.71050419156433,12.165916835162657,33.44564753052191
5,600,00:00:05,0.4899598393574297,0.7012542188167572,0.7016896307468414,59.064528266588844,5.104853841993544,8.205722212791443,6.978999137878418,0.7016880942715539,12.224675443437365,33.36295827229818
5,700,00:00:19,0.4899598393574297,0.6973281763494015,0.7010673556257697,55.81576638361987,4.933502561905804,7.9514895537320305,6.78604793548584,0.7011484288994003,11.76459703725927,32.14830070383408
5,705,00:00:20,0.4819277108433735,0.707980290055275,0.7006537500002705,55.78785481182396,4.930529878494587,7.952803544118895,6.279255390167236,0.7007316388982407,11.757409690965153,32.13408502619317
6,800,00:00:13,0.43775100401606426,0.7075599357485771,0.7043143197109825,54.66286427284542,4.894807459178724,7.878165194862767,6.943411350250244,0.7042945083818938,11.92205887844688,32.045559210526314
6,846,00:00:19,0.5341365461847389,0.6811669506132603,0.7014259848188846,55.01749694431927,4.841722951713184,7.817078215010623,5.963803291320801,0.7014319786788724,11.75242091239767,31.684182011489327
7,900,00:00:07,0.5100401606425703,0.6973491124808788,0.7081584941457819,56.02362114080676,4.828431314892239,7.807278933348479,7.012597560882568,0.7080071380844822,11.837197180147525,31.72977599391231
7,987,00:00:19,0.4899598393574297,0.698786374181509,0.7016415101416568,54.36172199376086,4.71865221456433,7.637025129710529,5.957096099853516,0.7015843653509802,11.479749158764562,30.910805289626968
8,1000,00:00:02,0.5220883534136547,0.6937352754175663,0.6908576305095966,55.434219066913315,4.772869770343487,7.769096851348877,6.3888068199157715,0.6908656221169692,11.756696994488056,31.488181040837215
8,1100,00:00:15,0.5020080321285141,0.6998650766909122,0.7012798147918904,52.698780210672226,4.621319277096639,7.491710650182403,5.68040132522583,0.7012732139730875,11.232139562083557,30.26470805480417
8,1128,00:00:20,0.5140562248995983,0.6959062926471233,0.7020865010877028,53.43031023749223,4.615953458961865,7.51849765642315,4.812887191772461,0.7020803888638815,11.225246524134427,30.28652483351687
9,1200,00:00:10,0.5140562248995983,0.6932813748717308,0.6999020675818125,54.76753989193175,4.704768664307064,7.6327848301993475,6.725156307220459,0.7001395738787122,11.603721300760904,31.008330053753323
9,1269,00:00:19,0.5381526104417671,0.686851192265749,0.7005284787915277,55.12981559114253,4.633595206213336,7.557651513011743,7.942727565765381,0.7006278405798242,11.345619296351224,30.496149969439134
10,1300,00:00:04,0.5461847389558233,0.694445289671421,0.7051712274551392,53.99756819202054,4.66971984986336,7.559607582707559,6.452834129333496,0.705352948557946,11.515500960811492,30.749184270058908
10,1400,00:00:18,0.5220883534136547,0.698814183473587,0.6991472398961773,54.89959409582706,4.566391657326967,7.483444428625908,5.7934112548828125,0.6992739311611379,11.130894828388708,30.049719075210223
10,1410,00:00:19,0.5100401606425703,0.6944653578102589,0.7024848600651356,54.83244791352157,4.5620351615527,7.484171617115643,7.471461296081543,0.7026015021276812,11.120740795811862,30.035834062184
11,1500,00:00:12,0.46184738955823296,0.7039675787091255,0.7013902326424917,53.21825160185496,4.631950521469117,7.509897592332628,6.273468494415283,0.7012876172860464,11.424463801913792,30.51381096310086
11,1551,00:00:19,0.4738955823293173,0.7017046548426151,0.7024284774530019,54.225636092483576,4.588120602546854,7.481573436277133,5.241851806640625,0.7023525440946539,11.251590600250461,30.2186396578525
12,1600,00:00:06,0.5220883534136547,0.6904839612543583,0.6971163932158022,55.375850392847646,4.615504148055096,7.550834646030348,6.12791633605957,0.6971213124236282,11.409053588400083,30.520755145014547
12,1692,00:00:19,0.5220883534136547,0.6940565593540668,0.6968469142068362,54.86185891662084,4.52622111638387,7.429203966830639,4.859755992889404,0.6968292775729024,11.055398799003438,29.819320435219623
13,1700,00:00:01,0.46184738955823296,0.7097142115235329,0.7021574601531029,54.131161987781525,4.597133994102478,7.472013831138611,5.734804630279541,0.7021562680602074,11.282533526420593,30.26265788078308
13,1800,00:00:15,0.5100401606425703,0.6992145963013172,0.7004469467533959,55.73410042126974,4.482020382527952,7.4325386550691395,6.612783432006836,0.700495218789136,10.907049187907466,29.589913120976203
13,1833,00:00:20,0.5100401606425703,0.694391418248415,0.6995283961296082,55.39012297079073,4.476356435329356,7.4222260197849135,7.112506866455078,0.6995657340009162,10.888523392643489,29.54563648142713
14,1900,00:00:09,0.4738955823293173,0.6982422769069672,0.7007290204959129,54.620679709448744,4.589054079198125,7.529820627240992,6.6977949142456055,0.7006252416923865,11.320366546289245,30.356842553437644
14,1974,00:00:19,0.4819277108433735,0.699181329458952,0.6990631721543927,54.81669296778686,4.518647085690329,7.467826508461161,7.822062969207764,0.6990172000641518,11.056223558195938,29.856992748612207
15,2000,00:00:03,0.5140562248995983,0.695603258907795,0.7066466831243955,52.74987180874898,4.565935061528132,7.415091918064998,6.755577087402344,0.7066458417819097,11.264018535614014,30.09787075336163
15,2100,00:00:17,0.5020080321285141,0.6981276571750641,0.6994222199159955,55.19106970230738,4.473889120041378,7.424791442023383,6.015148162841797,0.6993562266940162,10.907327152433849,29.562084531027175
15,2115,00:00:20,0.5261044176706827,0.6915302537381649,0.6989492782464264,54.80114053496232,4.46928831195155,7.405687264516844,5.708617210388184,0.6988909058537044,10.88267807926692,29.499948609805276
16,2200,00:00:11,0.5060240963855421,0.7002545818686485,0.6986068907906028,54.10863430850646,4.564098801332362,7.477918630487778,6.630734443664551,0.6986045760266921,11.258909326441147,30.162862665512982
16,2256,00:00:19,0.4979919678714859,0.697967953979969,0.6983364220206619,54.68901828713451,4.515276239273396,7.464064621756263,7.75612735748291,0.6983380926416275,11.068355749684867,29.853264125526373
17,2300,00:00:06,0.4497991967871486,0.7081065028905869,0.6948073045773939,53.41966210983016,4.550725199959495,7.434113816781477,6.368458271026611,0.6946490054780786,11.217582702636719,30.032991712743584
17,2397,00:00:19,0.46184738955823296,0.697259247303009,0.6974356876197436,54.65751520412188,4.4641615279177405,7.391785980116391,5.289411544799805,0.6973715644356207,10.89171482654328,29.481159764824184
18,2400,00:00:00,0.4779116465863454,0.6963462941348553,0.7281380494435629,56.265806476275124,4.562277317047119,7.596444447835286,5.992671489715576,0.7281358043352762,11.29494539896647,30.40069325764974
18,2500,00:00:14,0.5020080321285141,0.6949772574007511,0.699002562217342,55.356782169017976,4.422391683152578,7.3780124812450225,5.857602119445801,0.6990203973159049,10.747031878499152,29.23157134565335
18,2538,00:00:20,0.5421686746987951,0.6923198439180851,0.6984755904116529,54.98643204590953,4.421347908939875,7.366173355291921,5.438611030578613,0.6984966752376962,10.739857396335466,29.203868865966797
19,2600,00:00:08,0.5220883534136547,0.6920118778944016,0.6965696484811844,53.67743496933291,4.543172182575349,7.457883711784117,6.4004058837890625,0.6965720124783055,11.205017397480626,30.046701123637536
